   3m    6m   yr   mon day
  5.55  5.55 1987.  2. 20.
  5.45  5.43 1987.  2. 27.
  5.54  5.55 1987.  3.  6.
  5.66  5.64 1987.  3. 13.
  5.55  5.55 1987.  3. 20.
  5.60  5.61 1987.  3. 27.
  5.56  5.75 1987.  4.  3.
  5.62  5.76 1987.  4. 10.
  5.80  6.01 1987.  4. 17.
  5.54  5.93 1987.  4. 24.
  5.69  6.05 1987.  5.  1.
  5.61  5.91 1987.  5.  8.
  5.69  5.95 1987.  5. 15.
  5.68  6.21 1987.  5. 22.
  5.67  6.17 1987.  5. 29.
  5.70  6.10 1987.  6.  5.
  5.55  5.89 1987.  6. 12.
  5.65  5.93 1987.  6. 19.
  5.77  6.05 1987.  6. 26.
  5.68  5.88 1987.  7.  3.
  5.61  5.56 1987.  7. 10.
  5.58  5.56 1987.  7. 17.
  5.66  5.82 1987.  7. 24.
  5.94  6.10 1987.  7. 31.
  5.87  6.10 1987.  8.  7.
  5.94  6.05 1987.  8. 14.
  6.05  6.18 1987.  8. 21.
  6.24  6.25 1987.  8. 28.
  6.21  6.36 1987.  9.  4.
  6.39  6.53 1987.  9. 11.
  6.36  6.65 1987.  9. 18.
  6.48  6.79 1987.  9. 25.
  6.62  6.86 1987. 10.  2.
  6.65  7.08 1987. 10.  9.
  6.98  7.52 1987. 10. 16.
  5.70  6.33 1987. 10. 23.
  5.17  5.93 1987. 10. 30.
  5.62  6.10 1987. 11.  6.
  5.78  6.26 1987. 11. 13.
  5.78  6.27 1987. 11. 20.
  5.72  6.17 1987. 11. 27.
  5.41  6.15 1987. 12.  4.
  5.86  6.44 1987. 12. 11.
  5.90  6.43 1987. 12. 18.
  5.83  6.44 1987. 12. 25.
  5.73  6.26 1988.  1.  1.
  5.86  6.36 1988.  1.  8.
  5.81  6.29 1988.  1. 15.
  5.85  6.25 1988.  1. 22.
  5.74  6.11 1988.  1. 29.
  5.67  6.05 1988.  2.  5.
  5.65  5.91 1988.  2. 12.
  5.72  5.99 1988.  2. 19.
  5.63  5.81 1988.  2. 26.
  5.63  5.86 1988.  3.  4.
  5.73  5.88 1988.  3. 11.
  5.64  5.79 1988.  3. 18.
  5.77  5.98 1988.  3. 25.
  5.74  6.04 1988.  4.  1.
  5.99  6.20 1988.  4.  8.
  5.89  6.14 1988.  4. 15.
  5.83  6.22 1988.  4. 22.
  5.91  6.28 1988.  4. 29.
  6.16  6.43 1988.  5.  6.
  6.26  6.47 1988.  5. 13.
  6.22  6.53 1988.  5. 20.
  6.35  6.76 1988.  5. 27.
  6.45  6.79 1988.  6.  3.
  6.43  6.67 1988.  6. 10.
  6.36  6.61 1988.  6. 17.
  6.50  6.78 1988.  6. 24.
  6.57  6.75 1988.  7.  1.
  6.58  6.78 1988.  7.  8.
  6.70  7.00 1988.  7. 15.
  6.72  7.07 1988.  7. 22.
  6.93  7.12 1988.  7. 29.
  6.89  7.13 1988.  8.  5.
  6.98  7.39 1988.  8. 12.
  7.03  7.52 1988.  8. 19.
  7.20  7.48 1988.  8. 26.
  7.28  7.47 1988.  9.  2.
  7.30  7.42 1988.  9.  9.
  7.18  7.38 1988.  9. 16.
  7.19  7.39 1988.  9. 23.
  7.30  7.51 1988.  9. 30.
  7.25  7.48 1988. 10.  7.
  7.31  7.42 1988. 10. 14.
  7.40  7.54 1988. 10. 21.
  7.42  7.53 1988. 10. 28.
  7.38  7.51 1988. 11.  4.
  7.57  7.75 1988. 11. 11.
  7.91  7.94 1988. 11. 18.
  8.01  8.06 1988. 11. 25.
  7.94  8.09 1988. 12.  2.
  7.96  8.19 1988. 12.  9.
  8.09  8.27 1988. 12. 16.
  8.11  8.20 1988. 12. 23.
  8.16  8.28 1988. 12. 30.
  8.24  8.41 1989.  1.  6.
  8.26  8.41 1989.  1. 13.
  8.24  8.30 1989.  1. 20.
  8.29  8.32 1989.  1. 27.
  8.38  8.42 1989.  2.  3.
  8.52  8.50 1989.  2. 10.
  8.52  8.57 1989.  2. 17.
  8.57  8.59 1989.  2. 24.
  8.67  8.68 1989.  3.  3.
  8.64  8.68 1989.  3. 10.
  8.74  8.78 1989.  3. 17.
  9.03  9.04 1989.  3. 24.
  9.00  9.06 1989.  3. 31.
  8.82  8.77 1989.  4.  7.
  8.69  8.75 1989.  4. 14.
  8.55  8.51 1989.  4. 21.
  8.53  8.59 1989.  4. 28.
  8.54  8.52 1989.  5.  5.
  8.43  8.42 1989.  5. 12.
  8.30  8.33 1989.  5. 19.
  8.41  8.39 1989.  5. 26.
  8.54  8.33 1989.  6.  2.
  8.18  7.89 1989.  6.  9.
  8.14  7.87 1989.  6. 16.
  8.13  8.05 1989.  6. 23.
  8.03  7.79 1989.  6. 30.
  7.81  7.58 1989.  7.  7.
  7.77  7.52 1989.  7. 14.
  7.97  7.73 1989.  7. 21.
  7.98  7.62 1989.  7. 28.
  7.71  7.45 1989.  8.  4.
  7.92  7.66 1989.  8. 11.
  7.95  7.82 1989.  8. 18.
  7.98  7.92 1989.  8. 25.
  7.90  7.82 1989.  9.  1.
  7.82  7.81 1989.  9.  8.
  7.60  7.60 1989.  9. 15.
  7.73  7.70 1989.  9. 22.
  7.84  7.85 1989.  9. 29.
  7.76  7.83 1989. 10.  6.
  7.66  7.63 1989. 10. 13.
  7.50  7.53 1989. 10. 20.
  7.60  7.50 1989. 10. 27.
  7.77  7.58 1989. 11.  3.
  7.74  7.59 1989. 11. 10.
  7.67  7.45 1989. 11. 17.
  7.60  7.39 1989. 11. 24.
  7.63  7.43 1989. 12.  1.
  7.61  7.35 1989. 12.  8.
  7.65  7.40 1989. 12. 15.
  7.60  7.42 1989. 12. 22.
  7.68  7.56 1989. 12. 29.
  7.59  7.50 1990.  1.  5.
  7.53  7.43 1990.  1. 12.
  7.72  7.60 1990.  1. 19.
  7.69  7.59 1990.  1. 26.
  7.76  7.71 1990.  2.  2.
  7.80  7.74 1990.  2.  9.
  7.66  7.63 1990.  2. 16.
  7.74  7.74 1990.  2. 23.
  7.76  7.72 1990.  3.  2.
  7.91  7.83 1990.  3.  9.
  7.96  7.88 1990.  3. 16.
  7.93  7.87 1990.  3. 23.
  7.85  7.84 1990.  3. 30.
  7.77  7.77 1990.  4.  6.
  7.78  7.78 1990.  4. 13.
  7.76  7.81 1990.  4. 20.
  7.78  7.94 1990.  4. 27.
  7.85  7.97 1990.  5.  4.
  7.74  7.75 1990.  5. 11.
  7.67  7.68 1990.  5. 18.
  7.71  7.73 1990.  5. 25.
  7.74  7.68 1990.  6.  1.
  7.70  7.61 1990.  6.  8.
  7.70  7.61 1990.  6. 15.
  7.74  7.65 1990.  6. 22.
  7.77  7.66 1990.  6. 29.
  7.71  7.61 1990.  7.  6.
  7.73  7.65 1990.  7. 13.
  7.57  7.48 1990.  7. 20.
  7.53  7.42 1990.  7. 27.
  7.43  7.29 1990.  8.  3.
  7.37  7.29 1990.  8. 10.
  7.45  7.37 1990.  8. 17.
  7.54  7.49 1990.  8. 24.
  7.46  7.44 1990.  8. 31.
  7.38  7.34 1990.  9.  7.
  7.38  7.32 1990.  9. 14.
  7.38  7.31 1990.  9. 21.
  7.29  7.30 1990.  9. 28.
  7.13  7.14 1990. 10.  5.
  7.16  7.18 1990. 10. 12.
  7.20  7.20 1990. 10. 19.
  7.19  7.15 1990. 10. 26.
  7.11  7.08 1990. 11.  2.
  7.08  7.05 1990. 11.  9.
  7.07  7.03 1990. 11. 16.
  7.07  7.03 1990. 11. 23.
  7.04  7.00 1990. 11. 30.
  6.99  6.88 1990. 12.  7.
  6.83  6.71 1990. 12. 14.
  6.66  6.64 1990. 12. 21.
  6.48  6.59 1990. 12. 28.
  6.47  6.44 1991.  1.  4.
  6.31  6.36 1991.  1. 11.
  6.07  6.20 1991.  1. 18.
  6.12  6.20 1991.  1. 25.
  6.17  6.19 1991.  2.  1.
  5.94  5.91 1991.  2.  8.
  5.87  5.87 1991.  2. 15.
  5.94  5.93 1991.  2. 22.
  6.04  6.03 1991.  3.  1.
  6.05  6.04 1991.  3.  8.
  5.83  5.85 1991.  3. 15.
  5.87  5.89 1991.  3. 22.
  5.82  5.83 1991.  3. 29.
  5.75  5.77 1991.  4.  5.
  5.59  5.67 1991.  4. 12.
  5.63  5.70 1991.  4. 19.
  5.66  5.73 1991.  4. 26.
  5.51  5.60 1991.  5.  3.
  5.48  5.63 1991.  5. 10.
  5.44  5.59 1991.  5. 17.
  5.44  5.63 1991.  5. 24.
  5.46  5.63 1991.  5. 31.
  5.58  5.72 1991.  6.  7.
  5.58  5.78 1991.  6. 14.
  5.58  5.76 1991.  6. 21.
  5.56  5.74 1991.  6. 28.
  5.58  5.71 1991.  7.  5.
  5.57  5.68 1991.  7. 12.
  5.59  5.73 1991.  7. 19.
  5.58  5.72 1991.  7. 26.
  5.53  5.65 1991.  8.  2.
  5.40  5.46 1991.  8.  9.
  5.29  5.36 1991.  8. 16.
  5.24  5.28 1991.  8. 23.
  5.34  5.37 1991.  8. 30.
  5.32  5.36 1991.  9.  6.
  5.23  5.25 1991.  9. 13.
  5.19  5.23 1991.  9. 20.
  5.16  5.20 1991.  9. 27.
  5.07  5.11 1991. 10.  4.
  5.01  5.06 1991. 10. 11.
  5.00  5.03 1991. 10. 18.
  5.01  5.08 1991. 10. 25.
  4.85  4.88 1991. 11.  1.
  4.68  4.74 1991. 11.  8.
  4.62  4.67 1991. 11. 15.
  4.49  4.55 1991. 11. 22.
  4.39  4.45 1991. 11. 29.
  4.32  4.32 1991. 12.  6.
  4.16  4.17 1991. 12. 13.
  4.03  4.10 1991. 12. 20.
  3.81  3.89 1991. 12. 27.
  3.87  3.87 1992.  1.  3.
  3.77  3.81 1992.  1. 10.
  3.81  3.88 1992.  1. 17.
  3.77  3.86 1992.  1. 24.
  3.84  3.92 1992.  1. 31.
  3.81  3.87 1992.  2.  7.
  3.76  3.85 1992.  2. 14.
  3.87  3.98 1992.  2. 21.
  3.94  4.03 1992.  2. 28.
  4.04  4.13 1992.  3.  6.
  4.02  4.16 1992.  3. 13.
  4.06  4.23 1992.  3. 20.
  4.03  4.18 1992.  3. 27.
  4.01  4.11 1992.  4.  3.
  3.80  3.89 1992.  4. 10.
  3.63  3.74 1992.  4. 17.
  3.68  3.84 1992.  4. 24.
  3.69  3.83 1992.  5.  1.
  3.63  3.77 1992.  5.  8.
  3.60  3.70 1992.  5. 15.
  3.61  3.71 1992.  5. 22.
  3.71  3.84 1992.  5. 29.
  3.71  3.86 1992.  6.  5.
  3.67  3.80 1992.  6. 12.
  3.63  3.73 1992.  6. 19.
  3.64  3.74 1992.  6. 26.
  3.48  3.57 1992.  7.  3.
  3.22  3.28 1992.  7. 10.
  3.19  3.24 1992.  7. 17.
  3.17  3.24 1992.  7. 24.
  3.18  3.27 1992.  7. 31.
  3.16  3.24 1992.  8.  7.
  3.11  3.19 1992.  8. 14.
  3.07  3.15 1992.  8. 21.
  3.16  3.25 1992.  8. 28.
  3.10  3.16 1992.  9.  4.
  2.91  2.94 1992.  9. 11.
  2.89  2.92 1992.  9. 18.
  2.89  2.93 1992.  9. 25.
  2.69  2.82 1992. 10.  2.
  2.76  2.88 1992. 10.  9.
  2.90  3.01 1992. 10. 16.
  2.95  3.17 1992. 10. 23.
  2.94  3.19 1992. 10. 30.
  3.03  3.23 1992. 11.  6.
  3.08  3.30 1992. 11. 13.
  3.16  3.37 1992. 11. 20.
  3.24  3.43 1992. 11. 27.
  3.30  3.45 1992. 12.  4.
  3.24  3.36 1992. 12. 11.
  3.21  3.38 1992. 12. 18.
  3.18  3.32 1992. 12. 25.
  3.15  3.32 1993.  1.  1.
  3.09  3.25 1993.  1.  8.
  3.00  3.14 1993.  1. 15.
  2.99  3.11 1993.  1. 22.
  2.92  3.07 1993.  1. 29.
  2.92  3.10 1993.  2.  5.
  2.93  3.10 1993.  2. 12.
  2.92  3.04 1993.  2. 19.
  2.95  3.04 1993.  2. 26.
  2.95  3.04 1993.  3.  5.
  2.98  3.09 1993.  3. 12.
  2.97  3.08 1993.  3. 19.
  2.92  3.03 1993.  3. 26.
  2.91  3.01 1993.  4.  2.
  2.91  3.00 1993.  4.  9.
  2.85  2.97 1993.  4. 16.
  2.81  2.93 1993.  4. 23.
  2.91  2.98 1993.  4. 30.
  2.87  2.97 1993.  5.  7.
  2.91  3.01 1993.  5. 14.
  2.99  3.09 1993.  5. 21.
  3.06  3.20 1993.  5. 28.
  3.06  3.21 1993.  6.  4.
  3.10  3.26 1993.  6. 11.
  3.05  3.16 1993.  6. 18.
  3.09  3.19 1993.  6. 25.
  3.01  3.11 1993.  7.  2.
  3.02  3.11 1993.  7.  9.
  3.02  3.13 1993.  7. 16.
  3.07  3.20 1993.  7. 23.
  3.06  3.21 1993.  7. 30.
  3.06  3.21 1993.  8.  6.
  3.02  3.14 1993.  8. 13.
  3.00  3.11 1993.  8. 20.
  3.00  3.10 1993.  8. 27.
  2.99  3.09 1993.  9.  3.
  2.96  3.06 1993.  9. 10.
  2.96  3.07 1993.  9. 17.
  2.93  3.06 1993.  9. 24.
  2.92  3.04 1993. 10.  1.
  2.97  3.08 1993. 10.  8.
  3.02  3.10 1993. 10. 15.
  3.04  3.14 1993. 10. 22.
  3.06  3.18 1993. 10. 29.
  3.08  3.25 1993. 11.  5.
  3.10  3.25 1993. 11. 12.
  3.11  3.25 1993. 11. 19.
  3.12  3.27 1993. 11. 26.
  3.12  3.27 1993. 12.  3.
  3.07  3.25 1993. 12. 10.
  3.04  3.24 1993. 12. 17.
  3.06  3.22 1993. 12. 24.
  3.02  3.21 1993. 12. 31.
  3.05  3.23 1994.  1.  7.
  2.97  3.14 1994.  1. 14.
  2.96  3.12 1994.  1. 21.
  2.93  3.13 1994.  1. 28.
  3.08  3.24 1994.  2.  4.
  3.25  3.40 1994.  2. 11.
  3.27  3.43 1994.  2. 18.
  3.35  3.58 1994.  2. 25.
  3.47  3.68 1994.  3.  4.
  3.52  3.77 1994.  3. 11.
  3.52  3.81 1994.  3. 18.
  3.49  3.81 1994.  3. 25.
  3.50  3.81 1994.  4.  1.
  3.60  3.97 1994.  4.  8.
  3.57  3.98 1994.  4. 15.
  3.73  4.18 1994.  4. 22.
  3.85  4.26 1994.  4. 29.
  4.04  4.47 1994.  5.  6.
  4.19  4.74 1994.  5. 13.
  4.16  4.56 1994.  5. 20.
  4.18  4.61 1994.  5. 27.
  4.15  4.61 1994.  6.  3.
  4.11  4.51 1994.  6. 10.
  4.12  4.50 1994.  6. 17.
  4.16  4.57 1994.  6. 24.
  4.16  4.61 1994.  7.  1.
  4.28  4.74 1994.  7.  8.
  4.37  4.79 1994.  7. 15.
  4.30  4.70 1994.  7. 22.
  4.39  4.80 1994.  7. 29.
  4.34  4.75 1994.  8.  5.
  4.40  4.91 1994.  8. 12.
  4.56  4.94 1994.  8. 19.
  4.55  4.90 1994.  8. 26.
  4.56  4.86 1994.  9.  2.
  4.56  4.88 1994.  9.  9.
  4.59  4.98 1994.  9. 16.
  4.71  5.14 1994.  9. 23.
  4.66  5.21 1994.  9. 30.
  4.90  5.36 1994. 10.  7.
  4.91  5.30 1994. 10. 14.
  4.94  5.38 1994. 10. 21.
  5.01  5.48 1994. 10. 28.
  5.10  5.53 1994. 11.  4.
  5.22  5.64 1994. 11. 11.
  5.34  5.77 1994. 11. 18.
  5.31  5.78 1994. 11. 25.
  5.53  5.97 1994. 12.  2.
  5.70  6.20 1994. 12.  9.
  5.66  6.27 1994. 12. 16.
  5.49  6.20 1994. 12. 23.
  5.52  6.23 1994. 12. 30.
  5.67  6.30 1995.  1.  6.
  5.66  6.24 1995.  1. 13.
  5.70  6.19 1995.  1. 20.
  5.77  6.18 1995.  1. 27.
  5.82  6.14 1995.  2.  3.
  5.79  6.09 1995.  2. 10.
  5.75  6.04 1995.  2. 17.
  5.72  5.94 1995.  2. 24.
  5.74  5.91 1995.  3.  3.
  5.76  5.96 1995.  3. 10.
  5.75  5.90 1995.  3. 17.
  5.72  5.87 1995.  3. 24.
  5.69  5.81 1995.  3. 31.
  5.70  5.84 1995.  4.  7.
  5.63  5.78 1995.  4. 14.
  5.61  5.71 1995.  4. 21.
  5.67  5.76 1995.  4. 28.
  5.65  5.71 1995.  5.  5.
  5.64  5.66 1995.  5. 12.
  5.69  5.67 1995.  5. 19.
  5.69  5.66 1995.  5. 26.
  5.55  5.49 1995.  6.  2.
  5.56  5.48 1995.  6.  9.
  5.48  5.45 1995.  6. 16.
  5.42  5.40 1995.  6. 23.
  5.43  5.37 1995.  6. 30.
  5.43  5.34 1995.  7.  7.
  5.39  5.32 1995.  7. 14.
  5.43  5.42 1995.  7. 21.
  5.44  5.40 1995.  7. 28.
  5.42  5.40 1995.  8.  4.
  5.40  5.41 1995.  8. 11.
  5.44  5.46 1995.  8. 18.
  5.41  5.41 1995.  8. 25.
  5.31  5.32 1995.  9.  1.
  5.33  5.32 1995.  9.  8.
  5.31  5.29 1995.  9. 15.
  5.22  5.25 1995.  9. 22.
  5.26  5.35 1995.  9. 29.
  5.30  5.35 1995. 10.  6.
  5.30  5.33 1995. 10. 13.
  5.27  5.32 1995. 10. 20.
  5.24  5.31 1995. 10. 27.
  5.31  5.27 1995. 11.  3.
  5.38  5.29 1995. 11. 10.
  5.38  5.29 1995. 11. 17.
  5.35  5.27 1995. 11. 24.
  5.33  5.25 1995. 12.  1.
  5.32  5.20 1995. 12.  8.
  5.26  5.19 1995. 12. 15.
  5.02  5.09 1995. 12. 22.
  4.89  4.98 1995. 12. 29.
  5.02  5.00 1996.  1.  5.
  5.03  4.98 1996.  1. 12.
  4.98  4.85 1996.  1. 19.
  4.97  4.90 1996.  1. 26.
  4.93  4.81 1996.  2.  2.
  4.81  4.75 1996.  2.  9.
  4.79  4.70 1996.  2. 16.
  4.82  4.82 1996.  2. 23.
  4.87  4.82 1996.  3.  1.
  4.89  4.87 1996.  3.  8.
  4.97  4.99 1996.  3. 15.
  5.00  5.03 1996.  3. 22.
  5.00  5.00 1996.  3. 29.
  5.01  5.06 1996.  4.  5.
  4.97  5.11 1996.  4. 12.
  4.85  5.03 1996.  4. 19.
  4.96  5.04 1996.  4. 26.
  5.00  5.10 1996.  5.  3.
  5.00  5.12 1996.  5. 10.
  5.01  5.11 1996.  5. 17.
  5.04  5.12 1996.  5. 24.
  5.04  5.14 1996.  5. 31.
  5.09  5.22 1996.  6.  7.
  5.11  5.30 1996.  6. 14.
  5.09  5.25 1996.  6. 21.
  5.09  5.22 1996.  6. 28.
  5.13  5.26 1996.  7.  5.
  5.15  5.34 1996.  7. 12.
  5.13  5.28 1996.  7. 19.
  5.16  5.30 1996.  7. 26.
  5.15  5.24 1996.  8.  2.
  5.03  5.11 1996.  8.  9.
  5.03  5.11 1996.  8. 16.
  5.02  5.10 1996.  8. 23.
  5.09  5.18 1996.  8. 30.
  5.19  5.35 1996.  9.  6.
  5.13  5.28 1996.  9. 13.
  5.12  5.25 1996.  9. 20.
  4.98  5.13 1996.  9. 27.
  4.91  5.08 1996. 10.  4.
  4.98  5.10 1996. 10. 11.
  5.00  5.11 1996. 10. 18.
  5.00  5.13 1996. 10. 25.
  5.03  5.10 1996. 11.  1.
  5.03  5.08 1996. 11.  8.
  5.03  5.07 1996. 11. 15.
  5.03  5.06 1996. 11. 22.
  5.02  5.06 1996. 11. 29.
  4.92  5.02 1996. 12.  6.
  4.83  5.00 1996. 12. 13.
  4.88  5.06 1996. 12. 20.
  4.97  5.08 1996. 12. 27.
  5.05  5.12 1997.  1.  3.
  5.03  5.10 1997.  1. 10.
  5.03  5.08 1997.  1. 17.
  5.04  5.12 1997.  1. 24.
  5.04  5.10 1997.  1. 31.
  4.99  5.07 1997.  2.  7.
  5.00  5.04 1997.  2. 14.
  4.97  5.02 1997.  2. 21.
  5.05  5.10 1997.  2. 28.
  5.09  5.19 1997.  3.  7.
  5.08  5.20 1997.  3. 14.
  5.17  5.29 1997.  3. 21.
  5.25  5.36 1997.  3. 28.
  5.17  5.32 1997.  4.  4.
  5.14  5.37 1997.  4. 11.
  5.16  5.40 1997.  4. 18.
  5.19  5.40 1997.  4. 25.
  5.15  5.34 1997.  5.  2.
  5.06  5.32 1997.  5.  9.
  5.05  5.31 1997.  5. 16.
  5.10  5.29 1997.  5. 23.
  4.94  5.25 1997.  5. 30.
  4.91  5.20 1997.  6.  6.
  4.88  5.17 1997.  6. 13.
  4.91  5.10 1997.  6. 20.
  4.99  5.08 1997.  6. 27.
  5.04  5.09 1997.  7.  4.
  4.99  5.09 1997.  7. 11.
  5.05  5.12 1997.  7. 18.
  5.08  5.15 1997.  7. 25.
  5.11  5.14 1997.  8.  1.
  5.15  5.21 1997.  8.  8.
  5.17  5.21 1997.  8. 15.
  5.12  5.15 1997.  8. 22.
  5.13  5.18 1997.  8. 29.
  5.03  5.17 1997.  9.  5.
  5.00  5.14 1997.  9. 12.
  4.97  5.09 1997.  9. 19.
  4.85  4.99 1997.  9. 26.
  4.92  5.04 1997. 10.  3.
  4.95  5.05 1997. 10. 10.
  4.94  5.12 1997. 10. 17.
  4.97  5.15 1997. 10. 24.
  5.04  5.07 1997. 10. 31.
  5.14  5.13 1997. 11.  7.
  5.16  5.16 1997. 11. 14.
  5.15  5.17 1997. 11. 21.
  5.13  5.22 1997. 11. 28.
  5.13  5.22 1997. 12.  5.
  5.10  5.23 1997. 12. 12.
  5.12  5.21 1997. 12. 19.
  5.27  5.28 1997. 12. 26.
  5.24  5.24 1998.  1.  2.
  5.04  5.04 1998.  1.  9.
  5.00  4.97 1998.  1. 16.
  5.02  5.02 1998.  1. 23.
  5.06  5.06 1998.  1. 30.
  5.05  5.04 1998.  2.  6.
  5.07  5.04 1998.  2. 13.
  5.06  5.08 1998.  2. 20.
  5.16  5.11 1998.  2. 27.
  5.08  5.08 1998.  3.  6.
  4.97  5.02 1998.  3. 13.
  5.02  5.05 1998.  3. 20.
  5.05  5.02 1998.  3. 27.
  5.00  5.03 1998.  4.  3.
  4.95  5.01 1998.  4. 10.
  4.97  5.09 1998.  4. 17.
  4.94  5.06 1998.  4. 24.
  4.91  5.09 1998.  5.  1.
  4.97  5.11 1998.  5.  8.
  5.01  5.16 1998.  5. 15.
  5.08  5.18 1998.  5. 22.
  4.95  5.15 1998.  5. 29.
  4.95  5.11 1998.  6.  5.
  5.00  5.14 1998.  6. 12.
  5.04  5.12 1998.  6. 19.
  4.93  5.11 1998.  6. 26.
  4.94  5.03 1998.  7.  3.
  4.94  5.02 1998.  7. 10.
  5.01  5.04 1998.  7. 17.
  4.96  5.04 1998.  7. 24.
  4.95  5.01 1998.  7. 31.
  4.93  5.00 1998.  8.  7.
  4.89  4.94 1998.  8. 14.
  4.92  4.97 1998.  8. 21.
  4.89  4.91 1998.  8. 28.
  4.76  4.79 1998.  9.  4.
  4.73  4.71 1998.  9. 11.
  4.62  4.69 1998.  9. 18.
  4.53  4.52 1998.  9. 25.
  4.26  4.33 1998. 10.  2.
  3.96  4.10 1998. 10.  9.
  3.84  3.99 1998. 10. 16.
  3.85  3.94 1998. 10. 23.
  4.12  4.11 1998. 10. 30.
  4.43  4.43 1998. 11.  6.
  4.42  4.43 1998. 11. 13.
  4.35  4.38 1998. 11. 20.
  4.47  4.45 1998. 11. 27.
  4.38  4.36 1998. 12.  4.
  4.36  4.38 1998. 12. 11.
  4.37  4.38 1998. 12. 18.
  4.44  4.48 1998. 12. 25.
  4.44  4.45 1999.  1.  1.
  4.36  4.38 1999.  1.  8.
  4.35  4.33 1999.  1. 15.
  4.26  4.30 1999.  1. 22.
  4.35  4.30 1999.  1. 29.
  4.40  4.40 1999.  2.  5.
  4.40  4.41 1999.  2. 12.
  4.42  4.45 1999.  2. 19.
  4.53  4.51 1999.  2. 26.
  4.52  4.56 1999.  3.  5.
  4.48  4.51 1999.  3. 12.
  4.42  4.48 1999.  3. 19.
  4.39  4.38 1999.  3. 26.
  4.35  4.34 1999.  4.  2.
  4.29  4.35 1999.  4.  9.
  4.20  4.34 1999.  4. 16.
  4.26  4.38 1999.  4. 23.
  4.39  4.43 1999.  4. 30.
  4.49  4.50 1999.  5.  7.
  4.48  4.52 1999.  5. 14.
  4.51  4.60 1999.  5. 21.
  4.52  4.62 1999.  5. 28.
  4.53  4.75 1999.  6.  4.
  4.50  4.81 1999.  6. 11.
  4.56  4.82 1999.  6. 18.
  4.61  4.85 1999.  6. 25.
  4.63  4.85 1999.  7.  2.
  4.55  4.61 1999.  7.  9.
  4.57  4.52 1999.  7. 16.
  4.50  4.49 1999.  7. 23.
  4.59  4.61 1999.  7. 30.
  4.65  4.78 1999.  8.  6.
  4.72  4.90 1999.  8. 13.
  4.65  4.88 1999.  8. 20.
  4.81  4.89 1999.  8. 27.
  4.82  4.97 1999.  9.  3.
  4.67  4.93 1999.  9. 10.
  4.61  4.89 1999.  9. 17.
  4.65  4.85 1999.  9. 24.
  4.71  4.79 1999. 10.  1.
  4.69  4.88 1999. 10.  8.
  4.84  4.94 1999. 10. 15.
  4.97  5.03 1999. 10. 22.
  4.96  5.10 1999. 10. 29.
  4.98  5.10 1999. 11.  5.
  5.05  5.16 1999. 11. 12.
  5.10  5.22 1999. 11. 19.
  5.12  5.27 1999. 11. 26.
  5.13  5.33 1999. 12.  3.
  5.09  5.33 1999. 12. 10.
  5.23  5.48 1999. 12. 17.
  5.38  5.56 1999. 12. 24.
  5.17  5.47 1999. 12. 31.
  5.26  5.48 2000.  1.  7.
  5.26  5.43 2000.  1. 14.
  5.31  5.53 2000.  1. 21.
  5.41  5.55 2000.  1. 28.
  5.50  5.66 2000.  2.  4.
  5.49  5.72 2000.  2. 11.
  5.55  5.74 2000.  2. 18.
  5.62  5.74 2000.  2. 25.
  5.62  5.76 2000.  3.  3.
  5.67  5.82 2000.  3. 10.
  5.71  5.86 2000.  3. 17.
  5.74  5.88 2000.  3. 24.
  5.71  5.90 2000.  3. 31.
  5.70  5.85 2000.  4.  7.
  5.67  5.82 2000.  4. 14.
  5.65  5.76 2000.  4. 21.
  5.62  5.79 2000.  4. 28.
  5.74  5.96 2000.  5.  5.
  5.94  6.15 2000.  5. 12.
  5.86  6.17 2000.  5. 19.
  5.73  6.11 2000.  5. 26.
  5.59  6.04 2000.  6.  2.
  5.76  6.01 2000.  6.  9.
  5.68  5.96 2000.  6. 16.
  5.66  5.93 2000.  6. 23.
  5.67  5.95 2000.  6. 30.
  5.82  5.94 2000.  7.  7.
  5.96  5.99 2000.  7. 14.
  5.98  6.03 2000.  7. 21.
  6.01  6.02 2000.  7. 28.
  6.05  6.07 2000.  8.  4.
  6.08  6.05 2000.  8. 11.
  6.09  6.07 2000.  8. 18.
  6.11  6.08 2000.  8. 25.
  6.13  6.10 2000.  9.  1.
  6.02  6.02 2000.  9.  8.
  5.95  5.94 2000.  9. 15.
  5.98  5.96 2000.  9. 22.
  6.03  6.00 2000.  9. 29.
  6.06  6.04 2000. 10.  6.
  6.03  6.00 2000. 10. 13.
  6.11  6.01 2000. 10. 20.
  6.18  6.08 2000. 10. 27.
  6.19  6.09 2000. 11.  3.
  6.22  6.10 2000. 11. 10.
  6.18  6.07 2000. 11. 17.
  6.18  6.06 2000. 11. 24.
  6.08  5.98 2000. 12.  1.
  5.94  5.81 2000. 12.  8.
  5.89  5.78 2000. 12. 15.
  5.51  5.53 2000. 12. 22.
  5.66  5.50 2000. 12. 29.
  5.36  5.10 2001.  1.  5.
  5.13  4.94 2001.  1. 12.
  5.17  4.99 2001.  1. 19.
  5.11  4.92 2001.  1. 26.
  4.91  4.72 2001.  2.  2.
  4.94  4.76 2001.  2.  9.
  4.93  4.80 2001.  2. 16.
  4.87  4.69 2001.  2. 23.
  4.72  4.51 2001.  3.  2.
  4.62  4.48 2001.  3.  9.
  4.47  4.33 2001.  3. 16.
  4.27  4.17 2001.  3. 23.
